source,source_id,review_id,review_title,doi,file_id,file_name,file_size,download_url,format,license,license_url,parse_status,download_status,sha256,normalized_rows,test_groups
OSF,3ch9e,OSF:3ch9e,MRD/PET-CT Concordance and Prognostic Value in Multiple Myeloma: Systematic Study-Level Analysis,10.17605/osf.io/3ch9e,68e2d90418c6741181e47668,Screening_Log_v1.xlsx,132289,https://osf.io/download/q7guz/,xlsx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,8e7fb96e6a35a1dc996c9fd97775cecefd3f5a463e1cc787484291cbe0a33226,0,0
OSF,3ch9e,OSF:3ch9e,MRD/PET-CT Concordance and Prognostic Value in Multiple Myeloma: Systematic Study-Level Analysis,10.17605/osf.io/3ch9e,68e2d90418c6741181e47669,mrd_petct_data_v1.csv,24938,https://osf.io/download/ajgfy/,csv,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,required_columns_not_found,200,69784010e0cf05842ae86584b591432c3c31f8df65f946830e7f05c5cdb2b10e,0,0
OSF,3e2ax,OSF:3e2ax,Validation of an Agentic-Retrieval-Augmented Large Language Model System for Dermatology Decision Support,10.17605/osf.io/3e2ax,6a23d99c5db6398ae4343a1b,Protocol.pdf,270159,https://osf.io/download/2jw8p/,pdf,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,unsupported_format,,,,
OSF,3qgjd,OSF:3qgjd,"Data collection and analysis from the Informatics Department of the Unified Health System in Brazil, using open source programming languages: a scoping review",10.17605/osf.io/3qgjd,6987edc9affff8f632c72b4e,PLANO DE TRABALHO OSF .pdf,194913,https://osf.io/download/u4gd8/,pdf,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
OSF,3tezd,OSF:3tezd,Grammatical Correction and Morphological Productivity Tasks as Potential Identifiers of Developmental Language Disorder in Spanish-Catalan Bilingual Children: A Pilot Study,10.17605/osf.io/3tezd,64c7deff4f0a4414e199471d,Data_GramCorr_MP_DLD_TD.xlsx,24531,https://osf.io/download/bk4s3/,xlsx,,,required_columns_not_found,200,5eda0e375a34e3af16b9098ff2ce4f5699a96bf2f697bed54ee34626755a6481,0,0
OSF,3ty58,OSF:3ty58,Predicting Three-Month Pain and Disability in Frozen Shoulder: Protocol for the Development and Internal Validation of a Clinical Prognostic Model,10.17605/osf.io/3ty58,6a6700673b485cd1aa135b90,flowchart prognostic model.jpg,175992,https://osf.io/download/6a6700673b485cd1aa135b90/,jpg,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,unsupported_format,,,,
OSF,3um2j,OSF:3um2j,Preprint: Diagnostic Accuracy of Dynamic Radiographs for Acute Vertebral Compression Fractures in Older Adults: Sitting and Flexion–Extension radiographs,10.17605/osf.io/3um2j,6950a9adc34d15572e924d3e,Preprint VCF sitting XP DTA.pdf,475584,https://osf.io/download/2n7q3/,pdf,,,unsupported_format,,,,
OSF,3v6jw,OSF:3v6jw,OPEN SCIENCE POLICIES AND CORE OPEN SCIENCE PRACTICES IN MAJOR MEDICAL JOURNALS: DEVELOPMENT OF AN AUTOMATIZED TOOL BASED ON A LLM,10.17605/osf.io/3v6jw,6650844d7894c31fe1293f6e,OPEN SCIENCE POLICIES AND CORE OPEN SCIENCE PRACTICES IN MAJOR MEDICAL JOURNALS- DEVELOPMENT OF AN AUTOMATIZED TOOL BASED ON A LLM.docx,381038,https://osf.io/download/dgzs3/,docx,No license,,required_columns_not_found,200,ae21a1109c075cbed7f06f6f976904e3d506745fae23f81ff3b409c0cf776983,0,0
OSF,3xbsf,OSF:3xbsf,Effectiveness of Multidisciplinary (MDT) Team Activation Models and Algorithms in Collaborative Care for Pediatric Cancer Patients in Hospital,10.17605/osf.io/3xbsf,6a1fe254fa40fbca65ffbaa8,ScR Protocol_Effectiveness of MDT Activation Models and Algorithms.pdf,351284,https://osf.io/download/6a1fe254fa40fbca65ffbaa8/,pdf,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
OSF,3zuek,OSF:3zuek,"Completeness of Reporting in AI Diagnostic Studies for Skin Cancer: A Protocol for a Systematic Review of Adherence to CLAIM, TRIPOD-AI, and STARD 2015 Standards",10.17605/osf.io/3zuek,6a6478a12e59531b2ac68a7a,Protocol.docx (2).pdf,349975,https://osf.io/download/6a6478a12e59531b2ac68a7a/,pdf,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,unsupported_format,,,,
OSF,42arf,OSF:42arf,Accuracy of inflammatory biomarkers in assessing outcomes in Chagas disease: a scoping review,10.17605/osf.io/42arf,671a5029794d83bfe46295fb,Protocol_Scoping Review Biomarkers.pdf,153099,https://osf.io/download/vaupx/,pdf,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
OSF,42rph,OSF:42rph,Intercurrent Events and Estimand-Relevant Concepts in Diagnostic Accuracy Research: A Scoping Review Protocol,10.17605/osf.io/42rph,69f1d82a48d42e5e30fc8ee8,Intercurrent Events and Estimand-Relevant Concepts in Diagnostic Accuracy Research A Scoping Review Protocol.docx,38129,https://osf.io/download/txh95/,docx,,,no_table_with_required_columns,200,749a56690c77a84f03769c21ff28c6c5ccd4ffdf25e27fde93f9e35e983a4d00,0,0
OSF,42rph,OSF:42rph,Intercurrent Events and Estimand-Relevant Concepts in Diagnostic Accuracy Research: A Scoping Review Protocol,10.17605/osf.io/42rph,69f1e43de390d3ffdcd94bad,Scoping Review Variable List.docx,33840,https://osf.io/download/rn7fe/,docx,,,no_table_with_required_columns,200,a8293404f22eb775a64bdaab48b81204cc37d37725ba5aea5d8236d2263da0b0,0,0
OSF,4325d,OSF:4325d,Protocol: Diagnostic Accuracy of Dynamic Radiographs in Elderly Patients with Acute Vertebral Compression Fractures: Flexion-Extension and Sitting Radiographs,10.17605/osf.io/4325d,6830892e2d3580d9b3d6a32b,Protocol VCF DTA sitting Xp original study.docx,273126,https://osf.io/download/2n8kd/,docx,,,no_table_with_required_columns,200,68d96ea7430d938a77380264e54caffcab52ae82e4a983cf7aedf7354cde7920,0,0
OSF,43bvx,OSF:43bvx,Diagnostic accuracy of artificial intelligence in detecting vertical root fractures: A systematic review and meta-analysis,10.17605/osf.io/43bvx,69500d1e856d0c7bb9be24e7,open science.docx,20238,https://osf.io/download/69500d1e856d0c7bb9be24e7/,docx,No license,,no_table_with_required_columns,200,54cce7fe73b0d46e681a40ff770191ff6ea4442eab3c324524177b1b5115645e,0,0
OSF,43bvx,OSF:43bvx,Diagnostic accuracy of artificial intelligence in detecting vertical root fractures: A systematic review and meta-analysis,10.17605/osf.io/43bvx,69500d1f856d0c7bb9be24e8,protocol.docx,20238,https://osf.io/download/69500d1f856d0c7bb9be24e8/,docx,No license,,no_table_with_required_columns,200,54cce7fe73b0d46e681a40ff770191ff6ea4442eab3c324524177b1b5115645e,0,0
OSF,4ag3v,OSF:4ag3v,Diagnostic Accuracy of MRI for Detecting Nerve Injury in Brachial Plexus Birth Injury,10.17605/osf.io/4ag3v,6467403361c93f13520d5db3,Data extraction.xlsx,19458,https://osf.io/download/q3bsy/,xlsx,,,parsed,200,b29d8e8596dfe2560a62ef6d0916154cec6ef1d666991a35d6955cb28d91feba,5,1
OSF,4exgb,OSF:4exgb,⁠Effect of the use of Artificial Intelligence tools on the diagnostic accuracy of medical students during clinical rotations: A scoping review.,10.17605/osf.io/4exgb,69570833d42fe8ae9ea69579,⁠Effect of the use of Artificial Intelligence tools on Clinical Education and Decision-Making of medical students during clinical rotations.pdf,277025,https://osf.io/download/69570833d42fe8ae9ea69579/,pdf,,,unsupported_format,,,,
OSF,4hwpd,OSF:4hwpd,Accuracy of Intraoperative Surgical Margin Assessment Techniques in Veterinary Oncology,10.17605/osf.io/4hwpd,695392bc6bd07004266acc6c,Systematic review protocol_Accuracy of intraoperative surgical margin assessment techniques in vet oncology.pdf,171125,https://osf.io/download/xmnsc/,pdf,No license,,unsupported_format,,,,
OSF,4nvb5,OSF:4nvb5,CIPSEL Score — Supplementary Materials and Figures — Lukmana et al. 2026,10.17605/osf.io/4nvb5,69a9468617e92892a259ce2d,Figure1_Score_Distribution.jpg,81837,https://osf.io/download/69a9468617e92892a259ce2d/,jpg,,,unsupported_format,,,,
OSF,4nvb5,OSF:4nvb5,CIPSEL Score — Supplementary Materials and Figures — Lukmana et al. 2026,10.17605/osf.io/4nvb5,69a946879fbfbdc93a797646,File_S2_Survey_and_Form_Results.docx,704887,https://osf.io/download/69a946879fbfbdc93a797646/,docx,,,required_columns_not_found,200,0699941d4964ae66520cdf87131ad8ecae5d4b1fb9dbb4b37db4643f05afc107,0,0
OSF,4nvb5,OSF:4nvb5,CIPSEL Score — Supplementary Materials and Figures — Lukmana et al. 2026,10.17605/osf.io/4nvb5,69a94687ead8a7f5ed79797f,Figure2_CIPSEL_Distribution.jpg,101187,https://osf.io/download/69a94687ead8a7f5ed79797f/,jpg,,,unsupported_format,,,,
OSF,4nvb5,OSF:4nvb5,CIPSEL Score — Supplementary Materials and Figures — Lukmana et al. 2026,10.17605/osf.io/4nvb5,69a946887c1dbdc114797bce,File_S3_Raw_Data_Preview.docx,345568,https://osf.io/download/69a946887c1dbdc114797bce/,docx,,,no_table_with_required_columns,200,43c030682b4d98977515e94f78546e3310110c73ee9d41211b5ad507f12049ee,0,0
OSF,4nvb5,OSF:4nvb5,CIPSEL Score — Supplementary Materials and Figures — Lukmana et al. 2026,10.17605/osf.io/4nvb5,69a946899fbfbdc93a797649,File_S6_Figure_S1_Event_Documentation.docx,648457,https://osf.io/download/69a946899fbfbdc93a797649/,docx,,,no_table_with_required_columns,200,3052c8fe0542d38271aa958dba0c768d9480dbfb664698fddd83fdc4d4b96c54,0,0
OSF,4nvb5,OSF:4nvb5,CIPSEL Score — Supplementary Materials and Figures — Lukmana et al. 2026,10.17605/osf.io/4nvb5,69a946896cb4f935e2e7d85f,Figure3_AUC.jpg,59894,https://osf.io/download/69a946896cb4f935e2e7d85f/,jpg,,,unsupported_format,,,,
OSF,4nvb5,OSF:4nvb5,CIPSEL Score — Supplementary Materials and Figures — Lukmana et al. 2026,10.17605/osf.io/4nvb5,69a946890049cfb576e7d80e,File_S4_Processed_Data_SPSS_Output.docx,1304371,https://osf.io/download/69a946890049cfb576e7d80e/,docx,,,required_columns_not_found,200,a4667b37405ddae45a4fe24d0ba4c4f76d95814753745883b5c5660a43d2fb6a,0,0
OSF,4nvb5,OSF:4nvb5,CIPSEL Score — Supplementary Materials and Figures — Lukmana et al. 2026,10.17605/osf.io/4nvb5,69a94689e85f04732ee7dbdc,File_S1_CIPSEL_Questionnaire_and_Form.docx,240415,https://osf.io/download/69a94689e85f04732ee7dbdc/,docx,,,no_table_with_required_columns,200,2a1337e72a4951eed72989fa9b19b36df791ad530c0477b5a24feea626e24bf5,0,0
OSF,4nvb5,OSF:4nvb5,CIPSEL Score — Supplementary Materials and Figures — Lukmana et al. 2026,10.17605/osf.io/4nvb5,69a94689117605fe1659d61f,Cover_Letter_CIPSEL_Healthcare_MDPI_v2.docx,16417,https://osf.io/download/69a94689117605fe1659d61f/,docx,,,no_table_with_required_columns,200,082b9bb2084a5f2c07b80c754ef71dc52588022911f1340c149905137a2d159b,0,0
OSF,4nvb5,OSF:4nvb5,CIPSEL Score — Supplementary Materials and Figures — Lukmana et al. 2026,10.17605/osf.io/4nvb5,69a946896b580aebc7e7d698,File_S5_Jakarta_Regulations.docx,3147406,https://osf.io/download/69a946896b580aebc7e7d698/,docx,,,no_table_with_required_columns,200,a7fd5fd7572f36e4495d112efe5502234d5f0f5c5321df29ac55c673ba46e990,0,0
OSF,4nvpe,OSF:4nvpe,Clinical Utility and Necessity of Preoperative CT Imaging in Functional and Aesthetic Nasal Surgery: A Systematic Review,10.17605/osf.io/4nvpe,697eeeccd125117196cd76ea,OSF registery.zip,299546,https://osf.io/download/697eeeccd125117196cd76ea/,zip,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,required_columns_not_found,200,664e8c4ae78238c33671752a4351e37c677a1ff9695066de7990f454c51bf9e0,0,0
OSF,4pb62,OSF:4pb62,Preprint: Diagnostic Accuracy of Dynamic Radiographs for Vertebral Compression Fractures in Adults : Neutral and Flexion–Extension radiographs,10.17605/osf.io/4pb62,6a6c084ea3a517adc822f2c5,Preprint_Doi.pdf,231449,https://osf.io/download/f84ys/,pdf,,,unsupported_format,,,,
OSF,4v9mq,OSF:4v9mq,"""Hearing Screening in Older Adults: A Systematic Review of the Most Reliable Methods for Detecting Hearing Loss",10.17605/osf.io/4v9mq,6a5555daf4c60258e2de6da7,OSF Registration Protocol – Systematic Review (1).pdf,186934,https://osf.io/download/6a5555daf4c60258e2de6da7/,pdf,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,unsupported_format,,,,
OSF,57u8r,OSF:57u8r,Evaluation of a conversational AI system for simulated clinical scenarios in medical education: a mixed-methods multi-centre study,10.17605/osf.io/57u8r,695d02e98cdaa3351178c635,v7Study Protocol 2025 Summer_Draft .docx,59059,https://osf.io/download/c8vpq/,docx,,,no_table_with_required_columns,200,5fb8e2d4b4cb87ca0adbb0a84a1a9d2e4b3c893c07321a87665c6780aee897b6,0,0
OSF,5af9u,OSF:5af9u,Diagnostic Assessment for Professional Performance Improvement,10.17605/osf.io/5af9u,69ca7e3129a061b1ac9ad086,YOESOEP EDHIE RACHMAD 2026 01 A1 011 Diagnostic Assessment for Professional Performance Improvement.pdf,553781,https://osf.io/download/69ca7e3129a061b1ac9ad086/,pdf,,,unsupported_format,,,,
OSF,5nw4r,OSF:5nw4r,Do selective citation practices exist in the imaging diagnostic accuracy literature when accounting for the nature of citations?,10.17605/osf.io/5nw4r,5ffba7acba010902ab896a22,CitBiasNatureConc_protocol.docx,52731,https://osf.io/download/uhz42/,docx,,,no_table_with_required_columns,200,a850046d47d9449180d38a7fe0292c9ad789470b77dd67a18467c2b681e71df9,0,0
OSF,5t9dv,OSF:5t9dv,BipoSense Statistical Process Control Method,10.17605/osf.io/5t9dv,668e35f5b126380063361648,Output_Optimization.csv,59391,https://osf.io/download/fwrp7/,csv,No license,,parse_error:Error,200,b93ff62a05e8251c2a3c022aca0ac46f3e6a1f16f72764c8bd7f57f366aa15a4,0,0
OSF,5t9dv,OSF:5t9dv,BipoSense Statistical Process Control Method,10.17605/osf.io/5t9dv,6696560c1de9f7061330e1b3,BipoSense_Code_GLMM,7519,https://osf.io/download/6znqt/,,No license,,unsupported_format,,,,
OSF,5t9dv,OSF:5t9dv,BipoSense Statistical Process Control Method,10.17605/osf.io/5t9dv,66965617e9fa13055356aa61,BipoSense_Output_GLMM.pdf,4396200,https://osf.io/download/uc3af/,pdf,No license,,unsupported_format,,,,
OSF,5t9dv,OSF:5t9dv,BipoSense Statistical Process Control Method,10.17605/osf.io/5t9dv,67d494a999d9b0a685a726c7,DatasetBipoSenseSPC.xlsx,5566030,https://osf.io/download/zv8k2/,xlsx,No license,,required_columns_not_found,200,56ff4ab27c4e2912baa07bdb86164cc7535270e2dc0db4aca9c9daf40830db47,0,0
OSF,62ckz,OSF:62ckz,NyameriNet,10.17605/osf.io/62ckz,68e94aef32e0336c9ac52358,package.json,567,https://osf.io/download/dx7u6/,json,MIT License,http://opensource.org/licenses/MIT,no_table_with_required_columns,200,cd6ba6fd936cfc15c0f76054c3dbd13ebc778ac1fd2d9085852833880d0d3496,0,0
OSF,62ckz,OSF:62ckz,NyameriNet,10.17605/osf.io/62ckz,68e94af032e0336c9ac52359,image_1760002796728.jpeg,418358,https://osf.io/download/jshx2/,jpeg,MIT License,http://opensource.org/licenses/MIT,unsupported_format,,,,
OSF,62ckz,OSF:62ckz,NyameriNet,10.17605/osf.io/62ckz,68e94af032e0336c9ac5235a,App.jsx,809,https://osf.io/download/wxjeb/,jsx,MIT License,http://opensource.org/licenses/MIT,unsupported_format,,,,
OSF,62ckz,OSF:62ckz,NyameriNet,10.17605/osf.io/62ckz,68e94af032e0336c9ac5235b,vite.config.ts,220,https://osf.io/download/f7er4/,ts,MIT License,http://opensource.org/licenses/MIT,unsupported_format,,,,
OSF,62ckz,OSF:62ckz,NyameriNet,10.17605/osf.io/62ckz,68e94af032e0336c9ac5235c,index.html,1582,https://osf.io/download/tegxw/,html,MIT License,http://opensource.org/licenses/MIT,unsupported_format,,,,
OSF,62ckz,OSF:62ckz,NyameriNet,10.17605/osf.io/62ckz,68e94af032e0336c9ac5235d,tsconfig.app.json,552,https://osf.io/download/7cm8r/,json,MIT License,http://opensource.org/licenses/MIT,parse_error:JSONDecodeError,200,5dea726e0460f4b1c4c8cd0dab11544af8ae8f89445d8618f0d643762e2c5a0a,0,0
OSF,62ckz,OSF:62ckz,NyameriNet,10.17605/osf.io/62ckz,68e94af032e0336c9ac5235e,A Simulation of the Nyameri Diabetes Retinopathy Image Analysis Application.pdf,404723,https://osf.io/download/9cq72/,pdf,MIT License,http://opensource.org/licenses/MIT,unsupported_format,,,,
OSF,62ckz,OSF:62ckz,NyameriNet,10.17605/osf.io/62ckz,68e94af032e0336c9ac5235f,Post-Mock 2025.pdf,479268,https://osf.io/download/pq2c5/,pdf,MIT License,http://opensource.org/licenses/MIT,unsupported_format,,,,
OSF,6cw8p,OSF:6cw8p,Liquid Biopsies: The Future of Diagnostics,10.17605/osf.io/6cw8p,6a3149007b7af5f8726dbe05,Liquid Biopsies_ The Future of Diagnostics.docx,1951921,https://osf.io/download/spwzr/,docx,,,no_table_with_required_columns,200,e2e8be5493e22867570dbe9a6094088b3e45c78c62d9a8e7c1ceee137a7b128f,0,0
OSF,6euh7,OSF:6euh7,Coverage of the rapid molecular test for the diagnosis of Tuberculosis in different global contexts: scoping review protocol,10.17605/osf.io/6euh7,6735fc2d659ca9e9b0b2f083,DHMS Search Strategies.docx,7986,https://osf.io/download/2qxz3/,docx,,,required_columns_not_found,200,3feb83732295c8d58cb9c3bb786e782418d42588c487d7de45a9065beed1d05a,0,0
OSF,6hq94,OSF:6hq94,The sensitivity and specificity of a diagnostic test of sequence-space synesthesia,10.17605/osf.io/6hq94,5c58274c832ca60017a91b24,rawdata.txt,244422,https://osf.io/download/njrca/,txt,,,unsupported_format,,,,
OSF,6hq94,OSF:6hq94,The sensitivity and specificity of a diagnostic test of sequence-space synesthesia,10.17605/osf.io/6hq94,5c58274de16f55001789e58f,README.txt,595,https://osf.io/download/ka3cw/,txt,,,unsupported_format,,,,
OSF,6hq94,OSF:6hq94,The sensitivity and specificity of a diagnostic test of sequence-space synesthesia,10.17605/osf.io/6hq94,5d93415fc8a75d00186606ba,consistency_task.es,49882,https://osf.io/download/h5p3r/,es,,,unsupported_format,,,,
OSF,6hq94,OSF:6hq94,The sensitivity and specificity of a diagnostic test of sequence-space synesthesia,10.17605/osf.io/6hq94,5d93414cd55120001b5db63e,example_data.xls,47104,https://osf.io/download/tkwn5/,xls,,,unsupported_format,,,,
OSF,6hq94,OSF:6hq94,The sensitivity and specificity of a diagnostic test of sequence-space synesthesia,10.17605/osf.io/6hq94,5d93414cc43280001ac7dfb2,data_visualization.m,3645,https://osf.io/download/7g59c/,m,,,unsupported_format,,,,
OSF,6rks4,OSF:6rks4,Prospective Diagnostic Validation of the LIME Score (Low-resource Index for Musculoskeletal scurvy — Early detection) in High-Risk Children with Musculoskeletal Pain Without Trauma: A Diagnostic Accuracy Cohort Study,10.17605/osf.io/6rks4,6a54c76d1e4677f78a5b9125,LIME VALID OSF Preregistration Answers.pdf,12103,https://osf.io/download/6a54c76d1e4677f78a5b9125/,pdf,CC0 1.0 Universal,https://creativecommons.org/publicdomain/zero/1.0/legalcode,unsupported_format,,,,
OSF,6vmhu,OSF:6vmhu,The Intergroup Time Bias and Its Implications for Medical Healthcare,10.17605/osf.io/6vmhu,672403a7f92ac854f51df38b,SM.pdf,512193,https://osf.io/download/c2mdv/,pdf,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
OSF,6vmhu,OSF:6vmhu,The Intergroup Time Bias and Its Implications for Medical Healthcare,10.17605/osf.io/6vmhu,67edf72ac5da4dc41e829edf,Study 3_SA_Controlling for sex.docx,49403,https://osf.io/download/nyz8k/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,25d74e03f8eb2d1550df39a721f93f11db82f611d23d85a3bea8538e5a59247d,0,0
OSF,6vmhu,OSF:6vmhu,The Intergroup Time Bias and Its Implications for Medical Healthcare,10.17605/osf.io/6vmhu,67edf72a2dabd21850b25752,Study 2_SA_Controlling for sex.docx,20581,https://osf.io/download/cp3we/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,d41f6c4dd6b7408046e69a7352fa3d198e7c3aebcd77210a7c138a7c7ac26ae9,0,0
OSF,6vmhu,OSF:6vmhu,The Intergroup Time Bias and Its Implications for Medical Healthcare,10.17605/osf.io/6vmhu,672407b235d0698537df2be4,Dataset_Study 2_Portugal.dat,38393,https://osf.io/download/f4y3e/,dat,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
OSF,6vmhu,OSF:6vmhu,The Intergroup Time Bias and Its Implications for Medical Healthcare,10.17605/osf.io/6vmhu,672407a535d0698537df2bdb,Dataset_Study 1_Brazil.dat,5964,https://osf.io/download/672407a535d0698537df2bdb/,dat,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
OSF,6vmhu,OSF:6vmhu,The Intergroup Time Bias and Its Implications for Medical Healthcare,10.17605/osf.io/6vmhu,672407c5f18ff35ddca34c5d,Dataset_Study 3_Portugal.dat,47056,https://osf.io/download/t3chu/,dat,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
OSF,6wtpu,OSF:6wtpu,Title :AI for Rotator Cuff Tears: A Diagnostic Accuracy Meta-analysis,10.17605/osf.io/6wtpu,6907b75906e6c45cf5be3b01,rotator cuff (1).docx,1690261,https://osf.io/download/n89bu/,docx,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,no_table_with_required_columns,200,756e3fe47cf9078da511420bbe2c80c21f25906db25b09dbd26a1430c2ccc975,0,0
OSF,75md8,OSF:75md8,PREDICT-DOLOR VE NCT NCT07696676,10.17605/osf.io/75md8,6a45e5909b4a827384eb8087,PREDICT-DOLOR-VE.pdf,247107,https://osf.io/download/6a45e5909b4a827384eb8087/,pdf,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
OSF,75t6a,OSF:75t6a,CPIT285 Grading Study,10.17605/osf.io/75t6a,69f24819befae52e55d94dca,README.md,6933,https://osf.io/download/yf824/,md,CC-By Attribution 4.0 International,https://creativecommons.org/licenses/by/4.0/legalcode,unsupported_format,,,,
