analysis_version,operating_point_id,source,review_id,review_title,group_id,test_name,model,starting_probability,starting_entropy_bits,positive_result_probability,negative_result_probability,post_positive_probability,post_negative_probability,positive_branch_entropy_bits,negative_branch_entropy_bits,positive_entropy_change_bits,negative_entropy_change_bits,information_bits,positive_information_contribution_bits,negative_information_contribution_bits,pooled_mean_positive_branch_entropy_bits_low,pooled_mean_positive_branch_entropy_bits_median,pooled_mean_positive_branch_entropy_bits_high,pooled_mean_negative_branch_entropy_bits_low,pooled_mean_negative_branch_entropy_bits_median,pooled_mean_negative_branch_entropy_bits_high,pooled_mean_post_positive_probability_low,pooled_mean_post_positive_probability_median,pooled_mean_post_positive_probability_high,pooled_mean_post_negative_probability_low,pooled_mean_post_negative_probability_median,pooled_mean_post_negative_probability_high,predictive_positive_branch_entropy_bits_low,predictive_positive_branch_entropy_bits_median,predictive_positive_branch_entropy_bits_high,predictive_negative_branch_entropy_bits_low,predictive_negative_branch_entropy_bits_median,predictive_negative_branch_entropy_bits_high,predictive_post_positive_probability_low,predictive_post_positive_probability_median,predictive_post_positive_probability_high,predictive_post_negative_probability_low,predictive_post_negative_probability_median,predictive_post_negative_probability_high,positive_branch_entropy_movement,negative_branch_entropy_movement
0.42.0,Cochrane DTA Reference Dataset|CD008054|legacy:CD008054:15,Cochrane DTA Reference Dataset,CD008054,Human papillomavirus testing versus repeat cytology for triage of minor cytological cervical lesions,legacy:CD008054:15,Triage of LISL with repeat cytology (cut-off ASCUS+) CIN2+,continuity-corrected bivariate REML,0.2,0.7219280948873623,0.5408360830272437,0.4591639169727562,0.2767027911778192,0.1096539697383717,0.8509191387123598,0.4988713434005524,0.1289910438249975,-0.2230567514868099,0.032656600831995,0.0132042633878296,0.0194523374441655,0.7959392945421425,0.8482180018199974,0.9110928638648472,0.3884156687687963,0.5005966296219819,0.6071758477844221,0.2405413062658772,0.2747640590797552,0.3262918865066122,0.0761360165960891,0.1102257887028064,0.1489378376678124,0.7530772325410757,0.8441069750021665,0.959324338022751,0.3188949260847928,0.5068707740745038,0.6747721847406126,0.2161512314041409,0.2718501498299908,0.3818301312132554,0.0578610542253522,0.1123187972114941,0.1775881028935649,increase,decrease
0.42.0,Cochrane DTA Reference Dataset|CD008054|legacy:CD008054:15,Cochrane DTA Reference Dataset,CD008054,Human papillomavirus testing versus repeat cytology for triage of minor cytological cervical lesions,legacy:CD008054:15,Triage of LISL with repeat cytology (cut-off ASCUS+) CIN2+,continuity-corrected bivariate REML,0.5,1.0,0.6186179026607469,0.3813820973392531,0.6047790287819491,0.3300439808786796,0.968086303841527,0.9149713015160512,-0.0319136961584729,-0.0850286984839487,0.0521708071455422,0.0197423837837067,0.0324284233618353,0.925248621923924,0.9694956304341756,0.9899766861252448,0.8079610022850927,0.9162869380295788,0.9774194570770424,0.5588707350840485,0.6024562567493985,0.6595500522981681,0.2479176738362465,0.3313373820246623,0.4117678922044913,0.8662871255973755,0.9715689315606092,0.9982676003524236,0.7163161243169373,0.9209819574938444,0.9961409662744818,0.5244945178904358,0.5989371430698837,0.711874790603636,0.1972116031156728,0.3360432632578669,0.4634452978498958,decrease,decrease
0.42.0,Cochrane DTA Reference Dataset|CD008081|legacy:CD008081:1,Cochrane DTA Reference Dataset,CD008081,Optical coherence tomography (OCT) for detection of macular oedema in patients with diabetic retinopathy,legacy:CD008081:1,OCT for detection of CSMO,continuity-corrected bivariate REML,0.05,0.2863969571159562,0.1975711890922273,0.8024288109077726,0.1998153231278022,0.013113000016648,0.7215585873452546,0.1007872104441849,0.4351616302292983,-0.1856097466717713,0.0629632075830077,0.0397598193637828,0.0232033882192247,0.5776823521423364,0.7204071588625585,0.8672448110548848,0.0873339689672358,0.1012280753808312,0.1162544272153325,0.1375107393600643,0.1992408324084422,0.2888605652228989,0.0109972343068599,0.0131837662442851,0.0156483178636356,0.3948098044930617,0.7234473284495877,0.9967933539154876,0.0870642565875365,0.1038987185736105,0.1325349364392571,0.0779206637127869,0.2008475149325626,0.5243073898973681,0.0109556986874173,0.0136143536732235,0.0184304579515382,increase,decrease
0.42.0,Cochrane DTA Reference Dataset|CD008081|legacy:CD008081:1,Cochrane DTA Reference Dataset,CD008081,Optical coherence tomography (OCT) for detection of macular oedema in patients with diabetic retinopathy,legacy:CD008081:1,OCT for detection of CSMO,continuity-corrected bivariate REML,0.2,0.7219280948873623,0.29104232025411,0.70895767974589,0.542570591860859,0.0593674308715517,0.994764600567972,0.3249287213686126,0.2728365056806097,-0.3969993735187497,0.2020487850471163,0.1199981101487079,0.0820506748984083,0.9261025865954776,0.9927310432832922,0.9999831680239236,0.2871099903460709,0.3261443777550131,0.3667050930669111,0.4309500413297107,0.5416777397854666,0.6586356676567692,0.0501679551181779,0.0596727225647252,0.0702095308906421,0.6352025930892428,0.9627546512183351,0.9999056913032284,0.2863372808933083,0.3334769170001896,0.4087873665473484,0.2864281377201539,0.5441692728494449,0.8396263927393586,0.0499859523913422,0.0615269916071047,0.0818852409313988,increase,decrease
0.42.0,Cochrane DTA Reference Dataset|CD008081|legacy:CD008081:1,Cochrane DTA Reference Dataset,CD008081,Optical coherence tomography (OCT) for detection of macular oedema in patients with diabetic retinopathy,legacy:CD008081:1,OCT for detection of CSMO,continuity-corrected bivariate REML,0.5,1.0,0.4779845825778752,0.5220154174221248,0.8259210114329504,0.2015696981279714,0.6669512522944208,0.7250564043110093,-0.3330487477055792,-0.2749435956889907,0.3027169625212638,0.1591921666501353,0.1435247958711283,0.513959342156981,0.668112928768583,0.8083879916694676,0.667718495290386,0.7267988710205437,0.7814419624382946,0.7518154576126086,0.8254032532457172,0.8852906586091983,0.1744208137963144,0.2024488653333772,0.2319771111160748,0.2672946802591284,0.6648704452227959,0.960673790953823,0.6664828353828745,0.7371782474151138,0.8311603907772561,0.6162115609139477,0.8268454422283142,0.954424804279478,0.1738705538786962,0.2077595129919611,0.2629466213809652,decrease,decrease
0.42.0,Cochrane DTA Reference Dataset|CD008760|legacy:CD008760:1,Cochrane DTA Reference Dataset,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:1,Any varices - All the studies,continuity-corrected bivariate REML,0.05,0.2863969571159562,0.2514222845454704,0.7485777154545296,0.1576544690783132,0.0138424548334777,0.6286686548820256,0.1053053649919564,0.3422716977660693,-0.1810915921239997,0.0495063981326052,0.0289227857411438,0.0205836123914613,0.5116471364751229,0.6292874793562813,0.7613891188540631,0.0858073204682058,0.1055830726730381,0.1295354130462448,0.1139265352632428,0.157910577947857,0.2206700556919936,0.0107625975728092,0.0138875939391942,0.0179093364856905,0.3795038281564607,0.6286147626923733,0.9466165003813644,0.0649189711854093,0.1070934046478062,0.1788735526207492,0.0736785837632454,0.1576321790125573,0.3649928848541144,0.0076703346354228,0.0141336967804298,0.0269530677092847,increase,decrease
0.42.0,Cochrane DTA Reference Dataset|CD008760|legacy:CD008760:1,Cochrane DTA Reference Dataset,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:1,Any varices - All the studies,continuity-corrected bivariate REML,0.2,0.7219280948873623,0.3368961768313627,0.6631038231686373,0.4706238836816949,0.0625069731373996,0.9975086002419288,0.3373173093033453,0.2755805053545666,-0.384610785584017,0.1621948636894463,0.0895022848800285,0.0726925788094178,0.9566362518508305,0.9952185170258472,0.9999905314790396,0.2827285875022747,0.338073736938555,0.4011764532180486,0.3791632218537825,0.4711040639524684,0.5735570315247716,0.0491390972383326,0.0627007135266314,0.0797156446676796,0.8110461158512361,0.9762533525795164,0.9999445134093844,0.2208618311710778,0.34217746994406,0.5185570045442874,0.2742103965953962,0.4705820644630851,0.7319200975381928,0.0354154093635996,0.0637559096018114,0.1162747201046012,increase,decrease
0.42.0,Cochrane DTA Reference Dataset|CD008760|legacy:CD008760:1,Cochrane DTA Reference Dataset,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:1,Any varices - All the studies,continuity-corrected bivariate REML,0.5,1.0,0.5078439614031474,0.4921560385968526,0.7805123186845693,0.2105460951991968,0.7592309201546622,0.7425252850145915,-0.2407690798453378,-0.2574747149854085,0.2489908590581194,0.122273123292047,0.1267177357660723,0.6264576872547609,0.7586264927171067,0.8693035830390614,0.6606775516040015,0.7435712781780651,0.8226817547920195,0.7095486410090353,0.7808423055103231,0.8432581691204344,0.1713033177837602,0.2110953642269255,0.2573242687458186,0.4157262669359801,0.7592835508672782,0.969893757928733,0.5520829779006202,0.7492048135142977,0.9293547702548612,0.601790198985022,0.7804835612516443,0.91611388897499,0.1280561540908199,0.2140775177771938,0.344818023062364,decrease,decrease
0.42.0,Cochrane DTA Reference Dataset|CD008760|legacy:CD008760:3,Cochrane DTA Reference Dataset,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:3,Any varices - studies at low risk of bias for QUADAS-2 'patient selection' domain,continuity-corrected bivariate REML,0.05,0.2863969571159562,0.2333077698047919,0.766692230195208,0.16371952851441,0.015394654417987,0.6431340535218623,0.114735734738135,0.356737096405906,-0.1716612223778212,0.0483817890537883,0.02947498786286,0.0189068011909281,0.4560376254421535,0.6432997963881382,0.8651639650485731,0.0937585497487659,0.1156487151645308,0.1457623882648109,0.0959541113794249,0.1637899857701732,0.2872664920838755,0.0119969576765343,0.0155470256486052,0.020773610531539,0.3326712749045854,0.641402919517209,0.9952641914568072,0.0944117780904841,0.1183421373092349,0.1913678975184569,0.0613221804604233,0.1630125676879816,0.5192346910849408,0.0120997062880202,0.0159986749685526,0.0293988092176307,increase,decrease
0.42.0,Cochrane DTA Reference Dataset|CD008760|legacy:CD008760:3,Cochrane DTA Reference Dataset,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:3,Any varices - studies at low risk of bias for QUADAS-2 'patient selection' domain,continuity-corrected bivariate REML,0.2,0.7219280948873623,0.3170919263762112,0.6829080736237888,0.4818418243278823,0.0691335328116982,0.9990484218422444,0.3626818144011111,0.2771203269548821,-0.3592462804862512,0.157459567051248,0.0908669157068987,0.0665926513443493,0.90348700850094,0.9892838316161474,0.999970898944552,0.3053461067071513,0.3651024840507801,0.4416003781926998,0.3351762551183743,0.4819702846380059,0.6568859141937099,0.0545322211539926,0.0697800981704679,0.0915433294979265,0.6417451829697045,0.9533225073269144,0.9998818209643568,0.3071821683246606,0.3722082646677823,0.5457442780242014,0.2368213510820536,0.4805505344921352,0.8368700077776052,0.054978993585091,0.0716925116332516,0.1257778925203204,increase,decrease
0.42.0,Cochrane DTA Reference Dataset|CD008760|legacy:CD008760:3,Cochrane DTA Reference Dataset,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:3,Any varices - studies at low risk of bias for QUADAS-2 'patient selection' domain,continuity-corrected bivariate REML,0.5,1.0,0.4846602395190497,0.5153397604809502,0.7881199024927995,0.2290326272864263,0.7450611414039989,0.7763211402375939,-0.254938858596001,-0.2236788597624061,0.2388293382844615,0.123558728269851,0.1152706100146104,0.5162889862329967,0.7448983060521683,0.916447018545716,0.6961295501708376,0.7794099601493638,0.8651792218388982,0.6685045079537938,0.7882058070235657,0.8844989505983044,0.1874609058831462,0.2308038473087559,0.2872781287860879,0.2711981613669384,0.7466972760447627,0.9916266785631525,0.698910829780851,0.7883412865013362,0.9467831417661248,0.5538177797596749,0.787254879115133,0.953532294633041,0.1887792884353036,0.2360096687629606,0.3652793629820963,decrease,decrease
0.42.0,Cochrane DTA Reference Dataset|CD008760|legacy:CD008760:4,Cochrane DTA Reference Dataset,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:4,Any varices - studies at low risk of bias for QUADAS-2 'flow and timing' domain,continuity-corrected bivariate REML,0.05,0.2863969571159562,0.2650505948380882,0.7349494051619118,0.1518596795218041,0.0132655411955555,0.6144746531345285,0.1017368318719658,0.3280776960185723,-0.1846601252439904,0.0487586607223628,0.0277282253409986,0.021030435381364,0.454995195144155,0.613233911140463,0.8101882861376961,0.079912122331036,0.1025661129164171,0.1325348009240497,0.0956322403975717,0.1513602590890675,0.2493135332684027,0.0098672986158366,0.013399090042013,0.0184304343214536,0.3281323179763911,0.6104237100848755,0.9898151653075667,0.0653035805029873,0.1060914919108265,0.1945072440992851,0.0601732612864624,0.1502332521555444,0.4735770037983992,0.0077251988868145,0.0139703238056908,0.0300230111053262,increase,decrease
0.42.0,Cochrane DTA Reference Dataset|CD008760|legacy:CD008760:4,Cochrane DTA Reference Dataset,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:4,Any varices - studies at low risk of bias for QUADAS-2 'flow and timing' domain,continuity-corrected bivariate REML,0.2,0.7219280948873623,0.3503073379347342,0.6496926620652658,0.4596021154050128,0.0600253146146506,0.995285938194704,0.3275454005208209,0.2733578433073417,-0.3943826943665414,0.1604682841828952,0.0861217935469363,0.074346490635959,0.9165270127221236,0.9898326417875354,0.9999790536428153,0.2656338172957272,0.3298248703717285,0.4087870241333333,0.3343487070858522,0.4586379083011325,0.6120334503091123,0.0451972625979305,0.0606006993475178,0.0818851427321651,0.6994992967277646,0.9542280772768756,0.9998844343072494,0.2220342400274748,0.3394570793514908,0.552420624344571,0.2332012026100706,0.4564535610345093,0.8103604643002142,0.0356615962487096,0.0630556344596826,0.1281781950111518,increase,decrease
0.42.0,Cochrane DTA Reference Dataset|CD008760|legacy:CD008760:4,Cochrane DTA Reference Dataset,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:4,Any varices - studies at low risk of bias for QUADAS-2 'flow and timing' domain,continuity-corrected bivariate REML,0.5,1.0,0.5208208241280261,0.4791791758719739,0.7728281306064178,0.2034625480767808,0.7730485644110592,0.72879937026881,-0.2269514355889408,-0.2712006297311899,0.2481547279710227,0.1182010337204707,0.1299536942505519,0.5757853290249073,0.7742520231156631,0.9172786661969564,0.6323982606015403,0.7320366836342707,0.8311600143719994,0.6676804962386585,0.7721457281714756,0.8632042234611972,0.1592024989173648,0.2051128507809275,0.2629463682386918,0.3083794855455259,0.7769750407470409,0.993107297096918,0.5543042309688836,0.7454780628330766,0.9503784969662412,0.5488366850146037,0.7705936273752554,0.9447289311492582,0.1288602936960067,0.2121001998270733,0.3703141727123982,decrease,decrease
0.42.0,Cochrane DTA Reference Dataset|CD008760|legacy:CD008760:5,Cochrane DTA Reference Dataset,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:5,Any varices - only full-text studies,continuity-corrected bivariate REML,0.05,0.2863969571159562,0.229844344579771,0.770155655420229,0.1722407115603318,0.0135186263558387,0.6628049992655529,0.1033067307542789,0.3764080421495966,-0.1830902263616773,0.0544927135421868,0.0328359399540353,0.0216567735881514,0.5117336542025269,0.6623076782268991,0.8319297194658016,0.0821628883652459,0.1035063141670172,0.1310664895455073,0.113955772976636,0.1720212306132567,0.2634646631728113,0.0102070873804862,0.0135508821154037,0.0181748609516756,0.3627312051958458,0.6604751888908493,0.9872482817190648,0.0608022989357989,0.1055057477412312,0.1928685320016847,0.0691467003288007,0.171214357138589,0.4464055590005784,0.0070882254199447,0.0138750218955495,0.029696699312413,increase,decrease
0.42.0,Cochrane DTA Reference Dataset|CD008760|legacy:CD008760:5,Cochrane DTA Reference Dataset,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:5,Any varices - only full-text studies,continuity-corrected bivariate REML,0.2,0.7219280948873623,0.3185696168836108,0.6814303831163891,0.497078834394951,0.0611152469829562,0.9999753782247814,0.3318562166782436,0.2780472833374191,-0.3900718782091186,0.1772294128826388,0.1007031643865279,0.0765262484961108,0.9417167092871348,0.994310846073049,0.9999861836040504,0.2721937119285574,0.3324029176693152,0.405069308488815,0.3792313959093234,0.4966938001022802,0.6295079873689675,0.0466962908529245,0.0612540176515578,0.0808221003829025,0.7264795220720868,0.9683221898585308,0.9999300450779242,0.2082317507601247,0.3378631755340434,0.5489433191406923,0.2608169566290058,0.495274988454117,0.7929730270824386,0.0327972910237502,0.0626467596470112,0.126924658807341,increase,decrease
0.42.0,Cochrane DTA Reference Dataset|CD008760|legacy:CD008760:5,Cochrane DTA Reference Dataset,CD008760,Capsule endoscopy for the diagnosis of oesophageal varices in people with chronic liver disease or portal vein thrombosis,legacy:CD008760:5,Any varices - only full-text studies,continuity-corrected bivariate REML,0.5,1.0,0.4960201614912906,0.5039798385087093,0.7981238774551901,0.2065845842617419,0.7256645080987563,0.7349033736033971,-0.2743354919012437,-0.2650966263966029,0.2696792899562112,0.1360759349956476,0.1336033549605635,0.5526563486928118,0.7261565945194,0.869226666510168,0.6434029847593287,0.7356719621838519,0.8270464114626322,0.7096083211175986,0.7978756036261844,0.8717365623993727,0.1638338623451923,0.2069808455082489,0.2601989295160494,0.3324665508042677,0.7279690554098984,0.9789027855321962,0.5277417719815337,0.7432803498665785,0.948715474137102,0.5852996251806308,0.7969587486283536,0.9387298221712802,0.119437486107469,0.210942454792427,0.3676913408239959,decrease,decrease
