analysis_version,pair_id,review_id,review_title,left_group_id,left_test,right_group_id,right_test,comparison_type,clinical_comparability_note,baseline_tradeoff_set,starting_probability,directness_classification,overlapping_study_identifier_count,overlapping_study_identifiers,same_participants_established,cross_test_cells_available,cross_test_covariance_available,paired_inference_supported,left_information_bits,right_information_bits,signed_information_bits_difference,absolute_information_bits_difference,signed_fraction_entropy_removed_difference_percentage_points,absolute_fraction_entropy_removed_difference_percentage_points,signed_youden_j_difference,absolute_youden_j_difference,left_post_negative_probability,right_post_negative_probability,signed_post_negative_probability_difference_percentage_points,absolute_post_negative_probability_difference_percentage_points,youden_information_direction_differs,information_negative_result_direction_differs,uncertainty_status,inference_status,source_interpretation,estimator
0.42.0,P04,CD008892,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,legacy:CD008892:10,Typhidot (all types),legacy:CD008892:13,TUBEX,1,Alternative rapid tests for enteric fever,True,0.2,partially overlapping,10,Dong 2007 | Dutta 2006 | Fadeel 2011 | Islam 2016 | Kawano 2007 | Keddy 2011 | Khanna 2015 | Naheed 2008 | Olsen 2004 | Siba 2012,False,False,False,False,0.1639601073560512,0.2172982283438017,-0.05333812098775048,0.05333812098775048,-7.3882871944570185,7.3882871944570185,-0.06171412833439849,0.06171412833439849,0.0628681513358388,0.0630234976395162,-0.015534630367740332,0.015534630367740332,False,True,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P04,CD008892,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,legacy:CD008892:10,Typhidot (all types),legacy:CD008892:13,TUBEX,1,Alternative rapid tests for enteric fever,True,0.5,partially overlapping,10,Dong 2007 | Dutta 2006 | Fadeel 2011 | Islam 2016 | Kawano 2007 | Keddy 2011 | Khanna 2015 | Naheed 2008 | Olsen 2004 | Siba 2012,False,False,False,False,0.2511169244996977,0.3182846657171155,-0.06716774121741781,0.06716774121741781,-6.716774121741781,6.716774121741781,-0.06171412833439849,0.06171412833439849,0.2115696306668602,0.212009289658938,-0.04396589920778182,0.04396589920778182,False,True,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P05,CD008892,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,legacy:CD008892:10,Typhidot (all types),legacy:CD008892:19,Test-it Typhoid and KIT prototypes (threshold > 1+),1,Alternative rapid tests for enteric fever,True,0.05,indirect,0,,False,False,False,False,0.0501258681328728,0.0504707816780489,-0.00034491354517610096,0.00034491354517610096,-0.12043198665566968,0.12043198665566968,0.034393630720593205,0.034393630720593205,0.013926616574715,0.019433514156725,-0.550689758201,0.550689758201,True,True,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P05,CD008892,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,legacy:CD008892:10,Typhidot (all types),legacy:CD008892:19,Test-it Typhoid and KIT prototypes (threshold > 1+),1,Alternative rapid tests for enteric fever,True,0.2,indirect,0,,False,False,False,False,0.1639601073560512,0.1593524364305167,0.004607670925534518,0.004607670925534518,0.6382451324675686,0.6382451324675686,0.034393630720593205,0.034393630720593205,0.0628681513358388,0.0860390389396978,-2.3170887603859005,2.3170887603859005,False,False,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P05,CD008892,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,legacy:CD008892:10,Typhidot (all types),legacy:CD008892:19,Test-it Typhoid and KIT prototypes (threshold > 1+),1,Alternative rapid tests for enteric fever,True,0.5,indirect,0,,False,False,False,False,0.2511169244996977,0.2310292983502945,0.02008762614940318,0.02008762614940318,2.008762614940318,2.008762614940318,0.034393630720593205,0.034393630720593205,0.2115696306668602,0.2735485839576874,-6.19789532908272,6.19789532908272,False,False,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P06,CD008892,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,legacy:CD008892:13,TUBEX,legacy:CD008892:19,Test-it Typhoid and KIT prototypes (threshold > 1+),1,Alternative rapid tests for enteric fever,False,0.05,partially overlapping,1,House 2001,False,False,False,False,0.0689501897629807,0.0504707816780489,0.0184794080849318,0.0184794080849318,6.452375846105721,6.452375846105721,0.09610775905499169,0.09610775905499169,0.0139628309034379,0.019433514156725,-0.54706832532871,0.54706832532871,False,False,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P06,CD008892,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,legacy:CD008892:13,TUBEX,legacy:CD008892:19,Test-it Typhoid and KIT prototypes (threshold > 1+),1,Alternative rapid tests for enteric fever,False,0.2,partially overlapping,1,House 2001,False,False,False,False,0.2172982283438017,0.1593524364305167,0.057945791913285,0.057945791913285,8.026532326924588,8.026532326924588,0.09610775905499169,0.09610775905499169,0.0630234976395162,0.0860390389396978,-2.30155413001816,2.30155413001816,False,False,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P06,CD008892,Rapid diagnostic tests for typhoid and paratyphoid (enteric) fever,legacy:CD008892:13,TUBEX,legacy:CD008892:19,Test-it Typhoid and KIT prototypes (threshold > 1+),1,Alternative rapid tests for enteric fever,False,0.5,partially overlapping,1,House 2001,False,False,False,False,0.3182846657171155,0.2310292983502945,0.08725536736682099,0.08725536736682099,8.725536736682098,8.725536736682098,0.09610775905499169,0.09610775905499169,0.212009289658938,0.2735485839576874,-6.153929429874938,6.153929429874938,False,False,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P07,CD010657,Dimercaptosuccinic acid scan or ultrasound in screening for vesicoureteral reflux among children with urinary tract infections,legacy:CD010657:1,Ultrasound,legacy:CD010657:5,DMSA,1,Ultrasound versus DMSA for the same VUR target,True,0.05,partially overlapping,6,Hoberman 2003 | Lee 2009a | Lee 2012a | Morin 1999 | Sheu 2013 | Tsai 2012,False,False,False,False,0.0068871862766077,0.0066365594472593,0.00025062682934840017,0.00025062682934840017,0.0875102975507299,0.0875102975507299,-0.008733188236970085,0.008733188236970085,0.0369443331910568,0.0283024907117217,0.86418424793351,0.86418424793351,True,True,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P07,CD010657,Dimercaptosuccinic acid scan or ultrasound in screening for vesicoureteral reflux among children with urinary tract infections,legacy:CD010657:1,Ultrasound,legacy:CD010657:5,DMSA,1,Ultrasound versus DMSA for the same VUR target,True,0.2,partially overlapping,6,Hoberman 2003 | Lee 2009a | Lee 2012a | Morin 1999 | Sheu 2013 | Tsai 2012,False,False,False,False,0.0227370876733631,0.0225303287132803,0.00020675896008279931,0.00020675896008279931,0.028639827366059786,0.028639827366059786,-0.008733188236970085,0.008733188236970085,0.1541319497556676,0.12153752577661,3.25944239790576,3.25944239790576,True,True,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P07,CD010657,Dimercaptosuccinic acid scan or ultrasound in screening for vesicoureteral reflux among children with urinary tract infections,legacy:CD010657:1,Ultrasound,legacy:CD010657:5,DMSA,1,Ultrasound versus DMSA for the same VUR target,True,0.5,partially overlapping,6,Hoberman 2003 | Lee 2009a | Lee 2012a | Morin 1999 | Sheu 2013 | Tsai 2012,False,False,False,False,0.0343602012370397,0.0359290694514436,-0.0015688682144038985,0.0015688682144038985,-0.15688682144038985,0.15688682144038985,-0.008733188236970085,0.008733188236970085,0.4215874924232676,0.3562550361786212,6.53324562446464,6.53324562446464,False,False,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P08,CD010657,Dimercaptosuccinic acid scan or ultrasound in screening for vesicoureteral reflux among children with urinary tract infections,legacy:CD010657:2,Ultrasound for high-grade VUR,legacy:CD010657:6,DMSA for high-grade VUR,1,Ultrasound versus DMSA for the same VUR target,True,0.05,partially overlapping,6,Hoberman 2003 | Lee 2009a | Lee 2012a | Muller 2009 | Sheu 2013 | Tsai 2012,False,False,False,False,0.016991188418037,0.0173135592326876,-0.00032237081465059936,0.00032237081465059936,-0.11256083790030028,0.11256083790030028,0.007411756473629516,0.007411756473629516,0.0284292500696704,0.0138009514298826,1.46282986397878,1.46282986397878,True,False,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P08,CD010657,Dimercaptosuccinic acid scan or ultrasound in screening for vesicoureteral reflux among children with urinary tract infections,legacy:CD010657:2,Ultrasound for high-grade VUR,legacy:CD010657:6,DMSA for high-grade VUR,1,Ultrasound versus DMSA for the same VUR target,True,0.2,partially overlapping,6,Hoberman 2003 | Lee 2009a | Lee 2012a | Muller 2009 | Sheu 2013 | Tsai 2012,False,False,False,False,0.0558992457386767,0.0597745085576587,-0.0038752628189819976,0.0038752628189819976,-0.5367934627321393,0.5367934627321393,0.007411756473629516,0.007411756473629516,0.1220294195183905,0.06232878242115,5.97006370972405,5.97006370972405,True,False,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P08,CD010657,Dimercaptosuccinic acid scan or ultrasound in screening for vesicoureteral reflux among children with urinary tract infections,legacy:CD010657:2,Ultrasound for high-grade VUR,legacy:CD010657:6,DMSA for high-grade VUR,1,Ultrasound versus DMSA for the same VUR target,True,0.5,partially overlapping,6,Hoberman 2003 | Lee 2009a | Lee 2012a | Muller 2009 | Sheu 2013 | Tsai 2012,False,False,False,False,0.0845238967400147,0.0996222645453842,-0.015098367805369495,0.015098367805369495,-1.5098367805369495,1.5098367805369495,0.007411756473629516,0.007411756473629516,0.357310499535231,0.2100404358140987,14.727006372113227,14.727006372113227,True,False,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P09,CD012165,Endometrial biomarkers for the non-invasive diagnosis of endometriosis,legacy:CD012165:12,CYP19,legacy:CD012165:26,PGP 9.5 (protein gene product 9.5),1,Alternative tests for the same target condition,False,0.05,indirect,0,,False,False,False,False,0.0335512553692136,0.066193238989121,-0.032641983619907396,0.032641983619907396,-11.397461742825481,11.397461742825481,-0.1771470805975699,0.1771470805975699,0.0174354181780514,0.0076897951620502,0.9745623016001203,0.9745623016001203,False,False,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P09,CD012165,Endometrial biomarkers for the non-invasive diagnosis of endometriosis,legacy:CD012165:12,CYP19,legacy:CD012165:26,PGP 9.5 (protein gene product 9.5),1,Alternative tests for the same target condition,False,0.2,indirect,0,,False,False,False,False,0.1112545308811791,0.2188167487013499,-0.1075622178201708,0.1075622178201708,-14.899297946972547,14.899297946972547,-0.1771470805975699,0.1771470805975699,0.0777356598336925,0.0355027439132985,4.2232915920394,4.2232915920394,False,False,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P09,CD012165,Endometrial biomarkers for the non-invasive diagnosis of endometriosis,legacy:CD012165:12,CYP19,legacy:CD012165:26,PGP 9.5 (protein gene product 9.5),1,Alternative tests for the same target condition,False,0.5,indirect,0,,False,False,False,False,0.1725477803091588,0.3454107302410044,-0.1728629499318456,0.1728629499318456,-17.28629499318456,17.28629499318456,-0.1771470805975699,0.1771470805975699,0.2521414851711019,0.128341544671469,12.379994049963292,12.379994049963292,False,False,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P10,CD010360,Intraoperative frozen section analysis for the diagnosis of early stage ovarian cancer in suspicious pelvic masses,legacy:CD010360:1,Frozen section: malignant versus borderline/benign,legacy:CD010360:2,Frozen section: malignant/borderline versus benign,2,Alternative positivity definitions for the same frozen-section target,True,0.05,study-identifier overlap across all included studies,38,Açikalin 2014 | Bazot 2006 | Bige 2011 | Boriboonhirunsarn 2004 | Canis 2004 | Cross 2012 | Cuello 1999 | Fanfani 2007 | García 1997 | Gorisek 2009 | Hamed 1993 | Ilker 2011 | Ilvan 2005 | Kokka 2009 | Lim 1997 | Maheshwari 2006 | Malipatil 2013 | Naik 2006 | Pavlakis 2009 | Pinto 2001 | Puls 1997 | Rakhshan 2009 | Rose 1994 | Stewart 2006 | Subbian 2013 | Sukumaran 2014 | Suprasert 2008 | Tangjitgamol 2004 | Taskiran 2008 | Toneva 2012 | Torres 1998 | Twaalfhoven 1991 | Wakahara 2001 | Wang 1998 | Wasinghon 2008 | Wootipoom 2006 | Yarandi 2008 | Yeo 1998,False,False,False,False,0.1962282065463307,0.1266703113297352,0.0695578952165955,0.0695578952165955,24.2872326288135,24.2872326288135,0.02748844909190673,0.02748844909190673,0.0062679242926053,0.0027865380469914,0.34813862456138994,0.34813862456138994,False,True,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P10,CD010360,Intraoperative frozen section analysis for the diagnosis of early stage ovarian cancer in suspicious pelvic masses,legacy:CD010360:1,Frozen section: malignant versus borderline/benign,legacy:CD010360:2,Frozen section: malignant/borderline versus benign,2,Alternative positivity definitions for the same frozen-section target,True,0.2,study-identifier overlap across all included studies,38,Açikalin 2014 | Bazot 2006 | Bige 2011 | Boriboonhirunsarn 2004 | Canis 2004 | Cross 2012 | Cuello 1999 | Fanfani 2007 | García 1997 | Gorisek 2009 | Hamed 1993 | Ilker 2011 | Ilvan 2005 | Kokka 2009 | Lim 1997 | Maheshwari 2006 | Malipatil 2013 | Naik 2006 | Pavlakis 2009 | Pinto 2001 | Puls 1997 | Rakhshan 2009 | Rose 1994 | Stewart 2006 | Subbian 2013 | Sukumaran 2014 | Suprasert 2008 | Tangjitgamol 2004 | Taskiran 2008 | Toneva 2012 | Torres 1998 | Twaalfhoven 1991 | Wakahara 2001 | Wang 1998 | Wasinghon 2008 | Wootipoom 2006 | Yarandi 2008 | Yeo 1998,False,False,False,False,0.5164326673135384,0.3990132378918072,0.11741942942173123,0.11741942942173123,16.264698694133994,16.264698694133994,0.02748844909190673,0.02748844909190673,0.0290889137310489,0.0130991756556516,1.59897380753973,1.59897380753973,False,True,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P10,CD010360,Intraoperative frozen section analysis for the diagnosis of early stage ovarian cancer in suspicious pelvic masses,legacy:CD010360:1,Frozen section: malignant versus borderline/benign,legacy:CD010360:2,Frozen section: malignant/borderline versus benign,2,Alternative positivity definitions for the same frozen-section target,True,0.5,study-identifier overlap across all included studies,38,Açikalin 2014 | Bazot 2006 | Bige 2011 | Boriboonhirunsarn 2004 | Canis 2004 | Cross 2012 | Cuello 1999 | Fanfani 2007 | García 1997 | Gorisek 2009 | Hamed 1993 | Ilker 2011 | Ilvan 2005 | Kokka 2009 | Lim 1997 | Maheshwari 2006 | Malipatil 2013 | Naik 2006 | Pavlakis 2009 | Pinto 2001 | Puls 1997 | Rakhshan 2009 | Rose 1994 | Stewart 2006 | Subbian 2013 | Sukumaran 2014 | Suprasert 2008 | Tangjitgamol 2004 | Taskiran 2008 | Toneva 2012 | Torres 1998 | Twaalfhoven 1991 | Wakahara 2001 | Wang 1998 | Wasinghon 2008 | Wootipoom 2006 | Yarandi 2008 | Yeo 1998,False,False,False,False,0.6856214526555577,0.6103716204791868,0.07524983217637093,0.07524983217637093,7.524983217637093,7.524983217637093,0.02748844909190673,0.02748844909190673,0.1070166597724762,0.0504154982216873,5.66011615507889,5.66011615507889,False,True,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
0.42.0,P11,CD009591,Imaging modalities for the non-invasive diagnosis of endometriosis,legacy:CD009591:1,Pelvic TVUS,legacy:CD009591:21,Pelvic MRI,1,TVUS versus MRI for the same anatomical target,True,0.05,indirect,0,,False,False,False,False,0.0645027236754093,0.030299161319538,0.0342035623558713,0.0342035623558713,11.9427115079379,11.9427115079379,0.09661350507510158,0.09661350507510158,0.0205803396722018,0.017479093008881,0.31012466633207997,0.31012466633207997,False,True,not calculated: same-participant cross-test cells and covariance are unavailable,exploratory within-review descriptive contrast only; not paired comparative inference,Study-identifier overlap does not establish paired participant-level evaluation; the contrast remains descriptive.,continuity-corrected bivariate REML central estimates
