source,source_id,doi,related_article_doi,title,description,subjects,publisher,publication_year,resource_type,resource_type_general,license,license_url,source_url,api_url,matched_queries,access_status,file_probe_selected,primary_candidate,public_file_count
Figshare,1279565,10.1371/journal.pone.0116018,10.1371/journal.pone.0116018,Multi-Reader Multi-Case Studies Using the Area under the Receiver Operator Characteristic Curve as a Measure of Diagnostic Accuracy: Systematic Review with a Focus on Quality of Data Reporting,"Introduction We examined the design, analysis and reporting in multi-reader multi-case (MRMC) research studies using the area under the receiver-operating curve (ROC AUC) as a measure of diagnostic performance. Methods We performed a systematic literature review from 2005 to 2013 inclusive to identify a minimum 50 studies. Articles of diagnostic test accuracy in humans were identified via their citation of key methodological articles dealing with MRMC ROC AUC. Two researchers in consensus then extracted information from primary articles relating to study characteristics and design, methods for reporting study outcomes, model fitting, model assumptions, presentation of results, and interpretation of findings. Results were summarized and presented with a descriptive analysis. Results Sixty-four full papers were retrieved from 475 identified citations and ultimately 49 articles describing 51 studies were reviewed and extracted. Radiological imaging was the index test in all. Most studies focused on lesion detection vs. characterization and used less than 10 readers. Only 6 (12%) studies trained readers in advance to use the confidence scale used to build the ROC curve. Overall, description of confidence scores, the ROC curve and its analysis was often incomplete. For example, 21 (41%) studies presented no ROC curve and only 3 (6%) described the distribution of confidence scores. Of 30 studies presenting curves, only 4 (13%) presented the data points underlying the curve, thereby allowing assessment of extrapolation. The mean change in AUC was 0.05 (−0.05 to 0.28). Non-significant change in AUC was attributed to underpowering rather than the diagnostic test failing to improve diagnostic accuracy. Conclusions Data reporting in MRMC studies using ROC AUC as an outcome measure is frequently incomplete, hampering understanding of methods and the reliability of results and study conclusions. Authors using this analysis should be encouraged to provide a full description of their methods and results.",confidence scores | Receiver Operator Characteristic Curve | ROC AUC | lesion detection vs | article | Data Reporting IntroductionWe | ROC curve | MRMC ROC AUC,Figshare,2014,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://plos.figshare.com/articles/dataset/_Multi_Reader_Multi_Case_Studies_Using_the_Area_under_the_Receiver_Operator_Characteristic_Curve_as_a_Measure_of_Diagnostic_Accuracy_Systematic_Review_with_a_Focus_on_Quality_of_Data_Reporting_/1279565,https://api.figshare.com/v2/articles/1279565,"""diagnostic test accuracy""",files_enumerated,True,True,3
Figshare,3460958,10.1371/journal.pone.0158143,10.1371/journal.pone.0158143,Diagnostic Accuracy of PIK3CA Mutation Detection by Circulating Free DNA in Breast Cancer: A Meta-Analysis of Diagnostic Test Accuracy,"Mutation of p110 alpha-catalytic subunit of phosphatidylinositol 3-kinase ( PIK3CA ) has high predictive and prognostic values for breast cancer. Hence, there has been a marked interest in detecting and monitoring PIK3CA genotype with non-invasive technique, such as circulating free DNA (cfDNA). However, the diagnostic accuracy of PIK3CA genotyping by cfDNA is still a problem of controversy. Here, we conducted the first meta-analysis to evaluate overall diagnostic performance of cfDNA for PIK3CA mutation detection. Literature search was performed in Pubmed, Embase and Cochrane Central Register of Controlled Trials databases. Seven cohorts from five studies with 247 patients were included. The pooled sensitivity, specificity, positive and negative likelihood ratio, diagnostic odds ratio and area under summary receiver operating characteristic curve were calculated for accuracy evaluation. The pooled sensitivity and specificity were 0.86 (95% confidence interval [CI] 0.32–0.99) and 0.98 (95% CI 0.86–1.00), respectively; the pooled positive and negative likelihood ratio were 42.8 (95% CI 5.1–356.9) and 0.14 (95% CI 0.02–1.34), respectively; diagnostic odds ratio for evaluating the overall diagnostic performance was 300 (95% CI 8–11867); area under summary receiver operating characteristic curve reached 0.99 (95% CI 0.97–0.99). Subgroup analysis with metastatic breast cancer revealed remarkable improvement in diagnostic performance (sensitivity: 0.86–0.91; specificity: 0.98; diagnostic odds ratio: 300–428). This meta-analysis proved that detecting PIK3CA gene mutation by cfDNA has high diagnostic accuracy in breast cancer, especially for metastatic breast cancer. It may serve as a reliable non-invasive assay for detecting and monitoring PIK3CA mutation status in order to deliver personalized and precise treatment.",metastatic breast cancer | PIK 3CA gene mutation | PIK 3CA Mutation Detection | sensitivity | Circulating Free DNA | Diagnostic Test Accuracy Mutation | PIK 3CA mutation detection | cfDNA | specificity | odds ratio | Cochrane Central Register | likelihood ratio | CI | breast cancer | monitoring PIK 3CA mutation status | performance | accuracy | Controlled Trials databases | PIK 3CA genotyping | monitoring PIK 3CA genotype | summary receiver,Figshare,2016,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://plos.figshare.com/articles/dataset/Diagnostic_Accuracy_of_i_PIK3CA_i_Mutation_Detection_by_Circulating_Free_DNA_in_Breast_Cancer_A_Meta-Analysis_of_Diagnostic_Test_Accuracy/3460958,https://api.figshare.com/v2/articles/3460958,"""diagnostic test accuracy""",files_enumerated,True,True,6
Figshare,3461048,10.1371/journal.pone.0158143.t001,10.1371/journal.pone.0158143,Diagnostic Accuracy of PIK3CA Mutation Detection by Circulating Free DNA in Breast Cancer: A Meta-Analysis of Diagnostic Test Accuracy,Characteristics of studies included in the meta-analysis of the diagnostic accuracy of PIK3CA mutation detection in cfDNA.,metastatic breast cancer | PIK 3CA gene mutation | PIK 3CA Mutation Detection | sensitivity | Circulating Free DNA | Diagnostic Test Accuracy Mutation | PIK 3CA mutation detection | cfDNA | specificity | odds ratio | Cochrane Central Register | likelihood ratio | CI | breast cancer | monitoring PIK 3CA mutation status | performance | accuracy | Controlled Trials databases | PIK 3CA genotyping | monitoring PIK 3CA genotype | summary receiver,Figshare,2016,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://plos.figshare.com/articles/dataset/Characteristics_of_studies_included_in_the_meta-analysis_of_the_diagnostic_accuracy_of_i_PIK3CA_i_mutation_detection_in_cfDNA_/3461048,https://api.figshare.com/v2/articles/3461048,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,3461057,10.1371/journal.pone.0158143.t002,10.1371/journal.pone.0158143,Diagnostic Accuracy of PIK3CA Mutation Detection by Circulating Free DNA in Breast Cancer: A Meta-Analysis of Diagnostic Test Accuracy,Pooled results and subgroup analysis of the meta-analysis for the diagnostic accuracy of PIK3CA mutation detection in cfDNA.,metastatic breast cancer | PIK 3CA gene mutation | PIK 3CA Mutation Detection | sensitivity | Circulating Free DNA | Diagnostic Test Accuracy Mutation | PIK 3CA mutation detection | cfDNA | specificity | odds ratio | Cochrane Central Register | likelihood ratio | CI | breast cancer | monitoring PIK 3CA mutation status | performance | accuracy | Controlled Trials databases | PIK 3CA genotyping | monitoring PIK 3CA genotype | summary receiver,Figshare,2016,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://plos.figshare.com/articles/dataset/Pooled_results_and_subgroup_analysis_of_the_meta-analysis_for_the_diagnostic_accuracy_of_i_PIK3CA_i_mutation_detection_in_cfDNA_/3461057,https://api.figshare.com/v2/articles/3461057,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,3874968,10.1371/journal.pntd.0004888.t001,10.1371/journal.pntd.0004888,Tourniquet Test for Dengue Diagnosis: Systematic Review and Meta-analysis of Diagnostic Test Accuracy,Excluded studies with reasons.,Diagnostic Test Accuracy Background Dengue fever | study Selection Studies | PROSPERO | MEDLINE | dengue hemorrhagic fever diagnosis | tourniquet test | specificity | CRD | EMBASE | subgroup analysis sensitivity | dengue infection | BIOSIS | ELISA | CI | non-severe dengue diagnosis | World Health Organisation | Cochrane Central Register | AUC | TT | SCOPUS | accuracy | data,Figshare,2016,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://plos.figshare.com/articles/dataset/Excluded_studies_with_reasons_/3874968,https://api.figshare.com/v2/articles/3874968,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,3874977,10.1371/journal.pntd.0004888.t002,10.1371/journal.pntd.0004888,Tourniquet Test for Dengue Diagnosis: Systematic Review and Meta-analysis of Diagnostic Test Accuracy,Characteristics of included studies.,Diagnostic Test Accuracy Background Dengue fever | study Selection Studies | PROSPERO | MEDLINE | dengue hemorrhagic fever diagnosis | tourniquet test | specificity | CRD | EMBASE | subgroup analysis sensitivity | dengue infection | BIOSIS | ELISA | CI | non-severe dengue diagnosis | World Health Organisation | Cochrane Central Register | AUC | TT | SCOPUS | accuracy | data,Figshare,2016,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://plos.figshare.com/articles/dataset/Characteristics_of_included_studies_/3874977,https://api.figshare.com/v2/articles/3874977,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,4375913,10.6084/m9.figshare.c.3615257_D1.v1,10.1186/s12874-016-0196-1,Modelling multiple thresholds in meta-analysis of diagnostic test accuracy studies,R code for the main function and auxiliary functions for the described method. (TXT 43 kb),Diagnostic accuracy study | Meta-analysis | Biomarker | Threshold | ROC curve,Figshare,2016,dataset,Dataset,CC BY + CC0,https://creativecommons.org/licenses/by/4.0/,https://springernature.figshare.com/articles/dataset/Additional_file_1_of_Modelling_multiple_thresholds_in_meta-analysis_of_diagnostic_test_accuracy_studies/4375913,https://api.figshare.com/v2/articles/4375913,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,4375922,10.6084/m9.figshare.c.3615257_D2.v1,10.1186/s12874-016-0196-1,Modelling multiple thresholds in meta-analysis of diagnostic test accuracy studies,First example data set in txt format. (TXT 1 kb),Diagnostic accuracy study | Meta-analysis | Biomarker | Threshold | ROC curve,Figshare,2016,dataset,Dataset,CC BY + CC0,https://creativecommons.org/licenses/by/4.0/,https://springernature.figshare.com/articles/dataset/Additional_file_3_of_Modelling_multiple_thresholds_in_meta-analysis_of_diagnostic_test_accuracy_studies/4375922,https://api.figshare.com/v2/articles/4375922,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,4375934,10.6084/m9.figshare.c.3615257_D3.v1,10.1186/s12874-016-0196-1,Modelling multiple thresholds in meta-analysis of diagnostic test accuracy studies,R code for application of the method to the example data. (TXT 3 kb),Diagnostic accuracy study | Meta-analysis | Biomarker | Threshold | ROC curve,Figshare,2016,dataset,Dataset,CC BY + CC0,https://creativecommons.org/licenses/by/4.0/,https://springernature.figshare.com/articles/dataset/Additional_file_2_of_Modelling_multiple_thresholds_in_meta-analysis_of_diagnostic_test_accuracy_studies/4375934,https://api.figshare.com/v2/articles/4375934,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,4375949,10.6084/m9.figshare.c.3615257_D4.v1,10.1186/s12874-016-0196-1,Modelling multiple thresholds in meta-analysis of diagnostic test accuracy studies,Second example data set in txt format. (TXT 1 kb),Diagnostic accuracy study | Meta-analysis | Biomarker | Threshold | ROC curve,Figshare,2016,dataset,Dataset,CC BY + CC0,https://creativecommons.org/licenses/by/4.0/,https://springernature.figshare.com/articles/dataset/Additional_file_4_of_Modelling_multiple_thresholds_in_meta-analysis_of_diagnostic_test_accuracy_studies/4375949,https://api.figshare.com/v2/articles/4375949,"""diagnostic test accuracy""",files_enumerated,True,True,1
Figshare,6187487,10.3389/fmed.2018.00101.s002,10.3389/fmed.2018.00101,Diagnostic Test Accuracy of Serum Anti-PLA2R Autoantibodies and Glomerular PLA2R Antigen for Diagnosing Idiopathic Membranous Nephropathy: An Updated Meta-Analysis,"Background M-type phospholipase A2 receptor (PLA2R) is known as a major antigen on podocytes, which is involved with the pathogenesis of idiopathic membranous nephropathy (iMN). Many studies have shown that serum anti-PLA2R autoantibodies (sPLA2R) are prevalent in patients with iMN but are rarely detected in secondary membranous nephropathy (SMN) or other glomerulonephritis. The anti-PLA2R is considered as a promising serum biomarker in iMN but reports about its diagnostic value are variable and inconsistent. Objective To evaluate the diagnostic test accuracy (DTA) of anti-PLA2R and glomerular PLA2R antigen (gPLA2R) for diagnosing iMN. Method MEDLINE, EMBASE, WEB OF SCIENCE, and COCHRANE LIBRARY were searched from 2009 January to February 2018. Heterogeneity was evaluated by Q test and I 2 . Source of heterogeneity was explored by subgroup analysis and meta-regression. Meta-analysis was executed and reported according to the Preferred Reporting Items for Systematic Reviews and Meta-analyses statement. Results Totally, 35 studies were retrieved under the pre-set study eligibility criteria. Twenty-eight studies were included to evaluate the DTA of anti-PLA2R for differentiating iMN from non-iMN. They indicated a pooled sensitivity of 65% (63–67%), specificity of 97% (97–98%), positive likelihood ratio of 15.65 (9.95–24.62), and negative likelihood ratio of 0.37 (0.32–0.42) with a diagnostic OR (sDOR) of 50.41 (31.56 to 80.52) and AUC of 0.9393. No threshold effect was detected. The heterogeneity analysis for sDOR showed that I 2 = 50.3% and Cochran-Q = 54.29, df = 27 (p = 0.0014). Heterogeneity was significant. Meta-regression revealed that sample size might be the potential source of heterogeneity. Subgroup analysis demonstrated that method type and ratio of patients with nephrotic-range proteinuria at baseline might be the source of heterogeneity. Sixteen studies reported the diagnostic value of glomerular PLA2R antigen for differentiating iMN from non-iMN. The pooled sensitivity, specificity, positive likelihood ratio, negative likelihood ratio, sDOR, and AUC were 79% (76–81%), 90% (88–92%), 8.17 (5.60–11.93), 0.25 (0.19–0.33), 39.37 (22.18–60.13), and 0.9278. Heterogeneity analysis showed that Cochran-Q = 35.36; df = 15 (p = 0.002), and I 2 for sDOR was 57.6%. Conclusion sPLA2R and gPLA2R demonstrated a good diagnostic accuracy in differentiating iMN and non-iMN.",membranous nephropathy | M-type phospholipase A2 receptor | anti-phospholipase A2 receptor | diagnostic test accuracy | secondary membranous nephropathy | sPLA2R | gPLA2R,Figshare,2018,dataset,Dataset,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,https://frontiersin.figshare.com/articles/dataset/Table_1_Diagnostic_Test_Accuracy_of_Serum_Anti-PLA2R_Autoantibodies_and_Glomerular_PLA2R_Antigen_for_Diagnosing_Idiopathic_Membranous_Nephropathy_An_Updated_Meta-Analysis_PDF/6187487,https://api.figshare.com/v2/articles/6187487,"""diagnostic test accuracy""",files_enumerated,True,True,1
